Country,Year,GDP,GDP_Growth,state,Inflation,ISO_Code,Real_GDP_Growth,Economic_Condition
Albania,2015,11386846319,-13.919546747347445,Europe,1.9,ALB,-15.524579732431242,Recession
Albania,2016,11861200797,4.165810837444051,Europe,1.3,ALB,2.829033403202419,Steady Growth
Albania,2017,13019693450,9.767077320645413,Europe,2.0,ALB,7.614781686907257,Healthy Growth
Albania,2018,15147020535,16.33930240500401,Europe,2.0,ALB,14.05813961274902,Healthy Growth
Albania,2019,15286612572,0.9215808262585057,Europe,1.4,ALB,-0.4718137808101486,Recession
Albania,2020,14799615097,-3.1857775730642746,Europe,1.6,ALB,-4.710410997110504,Recession
Algeria,1980,42346380830,,Africa,9.7,DZA,,Unknown
Algeria,1981,44348672667,4.728365914051125,Africa,14.6,DZA,-8.613991348995519,Stagflation
Algeria,1982,45207088715,1.935607079935786,Africa,6.6,DZA,-4.375603114506776,Stagflation
Algeria,1983,48801369800,7.950702394616704,Africa,7.8,DZA,0.13979813971864985,Stagflation
Algeria,1984,53698278905,10.034368143904015,Africa,6.3,DZA,3.513046231330219,Other
Algeria,1985,57937868670,7.89520605027294,Africa,10.4,DZA,-2.268835099390465,Stagflation
Algeria,1986,63692238160,9.931966125256508,Africa,14.0,DZA,-3.568450767318865,Stagflation
Algeria,1987,66746396416,4.795181240652457,Africa,5.9,DZA,-1.0432660617068379,Stagflation
Algeria,1988,59089067187,-11.472273620998719,Africa,5.9,DZA,-16.404413239847702,Stagflation
Algeria,1989,55634414465,-5.846517615631008,Africa,9.2,DZA,-13.778862285376391,Stagflation
Algeria,1990,62048562947,11.529102163976557,Africa,9.3,DZA,2.039434733738843,Other
Algeria,1991,45715614559,-26.322847157558037,Africa,25.9,DZA,-41.47962443014935,Stagflation
Algeria,1992,48003078388,5.003681676526139,Africa,31.7,DZA,-20.27055301706443,Stagflation
Algeria,1993,49945599428,4.046659308594669,Africa,20.5,DZA,-13.654224640170408,Stagflation
Algeria,1994,42543178042,-14.820968154904413,Africa,29.0,DZA,-33.96974275573985,Stagflation
Algeria,1995,41764315330,-1.8307581799156702,Africa,29.8,DZA,-24.36884297374089,Stagflation
Algeria,1996,46941582519,12.396389472907465,Africa,18.7,DZA,-5.310539618443588,Stagflation
Algeria,1997,48177612042,2.6331228234576676,Africa,5.7,DZA,-2.9014921253948223,Stagflation
Algeria,1998,48187747528,0.021037750877250794,Africa,5.0,DZA,-4.7418688086883325,Recession
Algeria,1999,48640653469,0.9398777993033125,Africa,2.6,DZA,-1.6180528271897532,Recession
Algeria,2000,54790379458,12.643181270003678,Africa,0.3,DZA,12.306262482556019,Healthy Growth
Algeria,2001,54744725765,-0.08332428694894922,Africa,4.2,DZA,-4.110675899183258,Recession
Algeria,2002,56760318215,3.68180207651827,Africa,1.4,DZA,2.2502979058365513,Steady Growth
Algeria,2003,67863841333,19.56212274205622,Africa,4.3,DZA,14.63290771050454,Healthy Growth
Algeria,2004,85332581188,25.740865108538323,Africa,4.0,DZA,20.90467798897915,Healthy Growth
Algeria,2005,103198251003,20.936516353160982,Africa,1.4,DZA,19.266781413373746,Healthy Growth
Algeria,2006,117027321306,13.400489028247176,Africa,2.3,DZA,10.850917916175163,Healthy Growth
Algeria,2007,134977125918,15.338131653090926,Africa,3.7,DZA,11.222884911370246,Healthy Growth
Algeria,2008,171000653424,26.688616505203022,Africa,4.9,DZA,20.77084509552243,Healthy Growth
Algeria,2009,137211049535,-19.759926767775504,Africa,5.7,DZA,-24.086969505937084,Stagflation
Algeria,2010,161207310515,17.488577677469763,Africa,3.9,DZA,13.078515570230763,Healthy Growth
Algeria,2011,200013038488,24.071940564624207,Africa,4.5,DZA,18.72912972691312,Healthy Growth
Algeria,2012,209058991952,4.522681887332425,Africa,8.9,DZA,-4.019575861035419,Stagflation
Algeria,2013,209755003250,0.3329257887935366,Africa,3.3,DZA,-2.872288684614188,Recession
Algeria,2014,213810023703,1.9332175109868288,Africa,2.9,DZA,-0.9395359465628417,Recession
Algeria,2015,165979173991,-22.370723731101137,Africa,4.8,DZA,-25.926263102195747,Recession
Algeria,2016,160034162957,-3.58178131090251,Africa,6.4,DZA,-9.38137341250236,Stagflation
Algeria,2017,170097230857,6.288074817315015,Africa,5.6,DZA,0.6515860012452634,Stagflation
Algeria,2018,175414987760,3.1263042180096567,Africa,4.3,DZA,-1.1253075570377136,Recession
Algeria,2019,171157803367,-2.4269216942993554,Africa,2.0,DZA,-4.340119308136625,Recession
Algeria,2020,145163902228,-15.187096718729997,Africa,2.4,DZA,-17.17489913938477,Recession
Andorra,1980,446416105,,Europe,,AND,,Unknown
Andorra,1981,388958731,-12.870811190828347,Europe,,AND,,Unknown
Andorra,1982,375895956,-3.358396137918296,Europe,,AND,,Unknown
Andorra,1983,327861832,-12.778568971888593,Europe,,AND,,Unknown
Andorra,1984,330070689,0.6737158108724328,Europe,,AND,,Unknown
Andorra,1985,346737964,5.049607722059801,Europe,,AND,,Unknown
Andorra,1986,482000594,39.010043330588395,Europe,,AND,,Unknown
Andorra,1987,611316399,26.828972123631868,Europe,,AND,,Unknown
Andorra,1988,721425939,18.011874077011303,Europe,,AND,,Unknown
Andorra,1989,795449332,10.26070577703473,Europe,,AND,,Unknown
Andorra,1990,1029048481,29.36694263262012,Europe,,AND,,Unknown
Andorra,1991,1106928582,7.568166363193929,Europe,,AND,,Unknown
Andorra,1992,1210013651,9.312711829497244,Europe,,AND,,Unknown
Andorra,1993,1007025755,-16.77566991349587,Europe,,AND,,Unknown
Andorra,1994,1017549124,1.0449950210061898,Europe,,AND,,Unknown
Andorra,1995,1178738991,15.840991181473418,Europe,,AND,,Unknown
Andorra,1996,1223945356,3.835146316967797,Europe,,AND,,Unknown
Andorra,1997,1180597272,-3.5416682442153125,Europe,,AND,,Unknown
Andorra,1998,1211932397,2.654175623065469,Europe,,AND,,Unknown
Andorra,1999,1239876305,2.305731579514836,Europe,,AND,,Unknown
Andorra,2000,1429049198,15.257400454959091,Europe,,AND,,Unknown
Andorra,2001,1546926174,8.248629659844653,Europe,,AND,,Unknown
Andorra,2002,1755910031,13.509620595507489,Europe,3.1,AND,10.096625213877308,Healthy Growth
Andorra,2003,2361726862,34.50158722853154,Europe,3.1,AND,30.457407593144083,Healthy Growth
Andorra,2004,2894921777,22.57648518035953,Europe,2.9,AND,19.12194866895971,Healthy Growth
Andorra,2005,3159905484,9.153397825988986,Europe,3.5,AND,5.4622201217285005,Healthy Growth
Andorra,2006,3456442102,9.38435087699605,Europe,3.7,AND,5.481534114750297,Healthy Growth
Andorra,2007,3952600602,14.354601794513155,Europe,2.7,AND,11.34820038414135,Healthy Growth
Andorra,2008,4085630584,3.3656317800661917,Europe,4.3,AND,-0.8958468072231995,Recession
Andorra,2009,3674409558,-10.065056483824286,Europe,-1.2,AND,-8.972729234639964,Deflation
Andorra,2010,3449966856,-6.108265789569889,Europe,1.7,AND,-7.6777441392034245,Recession
Andorra,2011,3629203786,5.195323244577854,Europe,2.6,AND,2.529554819276658,Steady Growth
Andorra,2012,3188808942,-12.13475103544378,Europe,1.5,AND,-13.433252251668737,Recession
Andorra,2013,3193704343,0.15351816584312505,Europe,0.5,AND,-0.3447580439371767,Recession
Andorra,2014,3271808157,2.4455555559232955,Europe,-0.1,AND,2.5481036595828677,Deflation
Andorra,2015,2789870187,-14.730019208763778,Europe,-1.1,AND,-13.78161699571666,Deflation
Andorra,2016,2896679211,3.8284585604627663,Europe,-0.4,AND,4.2454403217497605,Deflation
Andorra,2017,3000180750,3.573110153411463,Europe,2.6,AND,0.9484504419215112,Steady Growth
Andorra,2018,3218316013,7.27073737140671,Europe,1.0,AND,6.2086508627789305,Healthy Growth
Andorra,2019,3155065487,-1.9653298726572288,Europe,0.5,AND,-2.4530645499076797,Recession
Angola,1980,5934073603,,Africa,46.7,AGO,,Unknown
Angola,1981,5553824463,-6.407893892784933,Africa,1.4,AGO,-7.700092596434849,Recession
Angola,1982,5553824463,0.0,Africa,1.8,AGO,-1.7681728880157177,Recession
Angola,1983,5787823808,4.213301060538033,Africa,1.8,AGO,2.3706297254794118,Steady Growth
Angola,1984,6135166254,6.00126157122991,Africa,1.8,AGO,4.1269760031728,Healthy Growth
Angola,1985,7558613007,23.20143732163644,Africa,1.8,AGO,21.023022909269585,Healthy Growth
Angola,1986,7076793822,-6.3744391273080065,Africa,1.8,AGO,-8.029900910911604,Recession
Angola,1987,8089279284,14.307121098433484,Africa,1.8,AGO,12.285973574099685,Healthy Growth
Angola,1988,8775116269,8.478344743969156,Africa,1.8,AGO,6.560260062838075,Healthy Growth
Angola,1989,10207922517,16.328059983224374,Africa,1.8,AGO,14.271178765446347,Healthy Growth
Angola,1990,11236275842,10.074070637658238,Africa,1.8,AGO,8.127770763907893,Healthy Growth
Angola,1991,10603784541,-5.629011870960088,Africa,85.3,AGO,-49.071242240129564,Stagflation
Angola,1992,8307810973,-21.65239739757553,Africa,299.1,AGO,-80.36892944063531,Hyperinflation
Angola,1993,5768720421,-30.56269046385295,Africa,1379.5,AGO,-95.30670432334254,Hyperinflation
Angola,1994,3390500000,-41.226134176003946,Africa,949.8,AGO,-94.40142257344294,Hyperinflation
Angola,1995,5561222222,64.023660875977,Africa,2672.2,AGO,-94.08326740942294,Hyperinflation
Angola,1996,7526963963,35.347297096375584,Africa,4146.0,AGO,-96.8123575813383,Hyperinflation
Angola,1997,7649716157,1.6308327581134652,Africa,221.5,AGO,-68.38854346559457,Hyperinflation
Angola,1998,6506619144,-14.942999054337335,Africa,107.4,AGO,-58.98890986226486,Hyperinflation
Angola,1999,6152936539,-5.435735474484382,Africa,248.2,AGO,-72.8419688324194,Hyperinflation
Angola,2000,9129634978,48.37850057663336,Africa,325.0,AGO,-65.08741162902744,Hyperinflation
Angola,2001,8936063723,-2.1202518552653538,Africa,152.6,AGO,-61.25108941221906,Hyperinflation
Angola,2002,15285594828,71.05512339462533,Africa,108.9,AGO,-18.11626453105537,Hyperinflation
Angola,2003,17812705294,16.532627578030954,Africa,98.2,AGO,-41.20452695356662,Stagflation
Angola,2004,23552052407,32.22052472250372,Africa,43.5,AGO,-7.860261517419021,Stagflation
Angola,2005,36970918699,56.975358495770514,Africa,23.0,AGO,27.62224267948823,Overheating
Angola,2006,52381006892,41.68164799598777,Africa,13.3,AGO,25.049998231233683,Overheating
Angola,2007,65266452081,24.59946067010017,Africa,12.2,AGO,11.051212718449355,Overheating
Angola,2008,88538611205,35.65715368611995,Africa,12.5,AGO,20.584136609884407,Overheating
Angola,2009,70307163678,-20.591521912160317,Africa,13.7,AGO,-30.159649878768967,Stagflation
Angola,2010,83799496611,19.19055218155803,Africa,14.5,AGO,4.0965521236314695,Other
Angola,2011,111789686464,33.40138185188795,Africa,13.5,AGO,17.53425713822727,Overheating
Angola,2012,128052853643,14.54800321337093,Africa,10.3,AGO,3.8513175098557895,Other
Angola,2013,136709862831,6.760496889928724,Africa,8.8,AGO,-1.8745432996978728,Stagflation
Angola,2014,145712200312,6.584994889599627,Africa,7.3,AGO,-0.6663607739052835,Stagflation
Angola,2015,116193649124,-20.25811917244724,Africa,9.2,AGO,-26.976299608468178,Stagflation
Angola,2016,101123851090,-12.969553970990056,Africa,30.7,AGO,-33.41205353557005,Stagflation
Angola,2017,122123822333,20.76658574277406,Africa,29.8,AGO,-6.9594871010985715,Stagflation
Angola,2018,101353230784,-17.007813178631093,Africa,19.6,AGO,-30.608539447015957,Stagflation
Angola,2019,89417190341,-11.776674853550173,Africa,17.1,AGO,-24.659841890307575,Stagflation
Angola,2020,62306913444,-30.318864631747733,Africa,22.3,AGO,-43.02441915923772,Stagflation
Antigua and Barbuda,1980,131431026,,America,19.0,ATG,,Unknown
Antigua and Barbuda,1981,147841734,12.486175067978245,America,11.5,ATG,0.8844619443751034,Stagflation
Antigua and Barbuda,1982,164369278,11.179214118254333,America,4.2,ATG,6.697902224812213,Healthy Growth
Antigua and Barbuda,1983,182144092,10.813951497675856,America,2.3,ATG,8.322533233309738,Healthy Growth
Antigua and Barbuda,1984,208372846,14.40000260892349,America,3.8,ATG,10.21194856351011,Healthy Growth
Antigua and Barbuda,1985,240923924,15.621554643449077,America,1.0,ATG,14.476786775692151,Healthy Growth
Antigua and Barbuda,1986,290440140,20.55263552821762,America,0.5,ATG,19.952871172355845,Healthy Growth
Antigua and Barbuda,1987,337174861,16.090999336386492,America,3.6,ATG,12.056949166396214,Healthy Growth
Antigua and Barbuda,1988,398637727,18.22878070379037,America,6.8,ATG,10.701105527893606,Overheating
Antigua and Barbuda,1989,438794788,10.073572640052708,America,4.4,ATG,5.4344565517746135,Healthy Growth
Antigua and Barbuda,1990,459470370,4.7119023665340265,America,6.6,ATG,-1.7711985304558864,Stagflation
Antigua and Barbuda,1991,481707407,4.839710773950445,America,4.5,ATG,0.32508208033537045,Steady Growth
Antigua and Barbuda,1992,499281481,3.6482880986714816,America,3.0,ATG,0.6294059210402603,Steady Growth
Antigua and Barbuda,1993,535174074,7.1888492495478795,America,3.1,ATG,3.96590615863035,Healthy Growth
Antigua and Barbuda,1994,589429629,10.137926636558259,America,6.5,ATG,3.415893555453775,Other
Antigua and Barbuda,1995,577281481,-2.061000567720017,America,2.7,ATG,-4.635833074703022,Recession
Antigua and Barbuda,1996,633729629,9.778271061496246,America,3.0,ATG,6.580845690773063,Healthy Growth
Antigua and Barbuda,1997,680618518,7.39887908886141,America,0.4,ATG,6.970995108427691,Healthy Growth
Antigua and Barbuda,1998,727859259,6.9408544949404405,America,3.3,ATG,3.5245445255957852,Healthy Growth
Antigua and Barbuda,1999,766200000,5.267603664570553,America,1.1,ATG,4.122258817577218,Healthy Growth
Antigua and Barbuda,2000,826370370,7.853089271730629,America,-0.2,ATG,8.069227727184991,Deflation
Antigua and Barbuda,2001,800481481,-3.132843327865209,America,1.9,ATG,-4.9390022844604475,Recession
Antigua and Barbuda,2002,814381481,1.7364549124403883,America,2.4,ATG,-0.6479932495699336,Recession
Antigua and Barbuda,2003,856396296,5.15910736924039,America,2.0,ATG,3.097164087490567,Healthy Growth
Antigua and Barbuda,2004,919729629,7.395330093767716,America,2.0,ATG,5.2895393076153985,Healthy Growth
Antigua and Barbuda,2005,1022962962,11.22431307472862,America,2.1,ATG,8.936643559969282,Healthy Growth
Antigua and Barbuda,2006,1157662962,13.1676321630108,America,1.8,ATG,11.166632773095087,Healthy Growth
Antigua and Barbuda,2007,1312759259,13.397361934431483,America,1.4,ATG,11.831717884054726,Healthy Growth
Antigua and Barbuda,2008,1370070370,4.365698478764268,America,5.3,ATG,-0.8872758986094298,Stagflation
Antigua and Barbuda,2009,1228329629,-10.345508092405497,America,-0.6,ATG,-9.804334096987422,Deflation
Antigua and Barbuda,2010,1148700000,-6.482757325069787,America,3.4,ATG,-9.557792384013341,Recession
Antigua and Barbuda,2011,1137637037,-0.9630854879428941,America,3.5,ATG,-4.312159891732259,Recession
Antigua and Barbuda,2012,1199948148,5.4772400135914445,America,3.4,ATG,2.0089361833572905,Steady Growth
Antigua and Barbuda,2013,1181448148,-1.5417332849619103,America,1.1,ATG,-2.6129903906645935,Recession
Antigua and Barbuda,2014,1249733333,5.7797868755895765,America,1.1,ATG,4.62886931314499,Healthy Growth
Antigua and Barbuda,2015,1336692592,6.958225143219421,America,1.0,ATG,5.899232815068722,Healthy Growth
Antigua and Barbuda,2016,1436585185,7.4731163767832065,America,-0.5,ATG,8.013182288224318,Deflation
Antigua and Barbuda,2017,1467977777,2.185223147766213,America,2.4,ATG,-0.20974301975955623,Recession
Antigua and Barbuda,2018,1605351851,9.358048613020653,America,1.2,ATG,8.061312858716052,Healthy Growth
Antigua and Barbuda,2019,1661962962,3.526398961370125,America,1.4,ATG,2.09704039582852,Steady Growth
Antigua and Barbuda,2020,1415059259,-14.856149543963182,America,1.1,ATG,-15.782541586511545,Recession
Argentina,1980,76961923741,,America,,ARG,,Unknown
Argentina,1981,78676842366,2.228268917460041,America,,ARG,,Unknown
Argentina,1982,84307486836,7.156673171765804,America,,ARG,,Unknown
Argentina,1983,103979106777,23.333182709225355,America,,ARG,,Unknown
Argentina,1984,79092001998,-23.9347168391958,America,,ARG,,Unknown
Argentina,1985,88416668900,11.789645813031502,America,,ARG,,Unknown
Argentina,1986,110934442762,25.467792603075544,America,,ARG,,Unknown
Argentina,1987,111106191358,0.1548199023890806,America,,ARG,,Unknown
Argentina,1988,126206817196,13.591165040788432,America,,ARG,,Unknown
Argentina,1989,76636898036,-39.27673659895693,America,,ARG,,Unknown
Argentina,1990,141352368714,84.44427206278633,America,,ARG,,Unknown
Argentina,1991,189719984268,34.21776090067708,America,,ARG,,Unknown
Argentina,1992,228788617201,20.592787356450202,America,,ARG,,Unknown
Argentina,1993,236741715015,3.4761772291376225,America,,ARG,,Unknown
Argentina,1994,257440000000,8.742981769684555,America,,ARG,,Unknown
Argentina,1995,258031750000,0.22985938471100642,America,,ARG,,Unknown
Argentina,1996,272149750000,5.471419699319946,America,,ARG,,Unknown
Argentina,1997,292859000000,7.6095054285370445,America,,ARG,,Unknown
Argentina,1998,298948250000,2.0792429121181177,America,0.9,ARG,1.1687243925848634,Steady Growth
Argentina,1999,283523000000,-5.159839537445022,America,-1.2,ARG,-4.00793475449901,Deflation
Argentina,2000,284203750000,0.24010397745508616,America,-0.9,ARG,1.1504581003583203,Deflation
Argentina,2001,268696750000,-5.456296758927359,America,-1.1,ARG,-4.404748997904306,Deflation
Argentina,2002,97724004251,-63.63037355271324,America,25.9,ARG,-71.11229035163879,Stagflation
Argentina,2003,127586973492,30.558478922228982,America,13.4,ARG,15.13093379385273,Overheating
Argentina,2004,164657930452,29.05544033641054,America,4.4,ARG,23.616322161312773,Healthy Growth
Argentina,2005,198737095012,20.69694697756117,America,9.6,ARG,10.124951621862376,Overheating
Argentina,2006,232557260817,17.01754058695377,America,10.9,ARG,5.516267436387534,Overheating
Argentina,2007,287530508430,23.638585791676746,America,8.8,ARG,13.63840605852642,Overheating
Argentina,2008,361558037110,25.745973560931603,America,8.6,ARG,15.788189282625776,Overheating
Argentina,2009,332976484577,-7.905107783374865,America,6.3,ARG,-13.363224631585002,Stagflation
Argentina,2010,423627422092,27.22442626246093,America,10.5,ARG,15.135227386842477,Overheating
Argentina,2011,530163281574,25.148480463302825,America,9.8,ARG,13.97857965692424,Overheating
Argentina,2012,545982375701,2.983815491716957,America,10.0,ARG,-6.378349552984597,Stagflation
Argentina,2013,552025140252,1.1067691595798346,America,10.6,ARG,-8.583391356618597,Stagflation
Argentina,2014,526319673731,-4.6565753344613,America,,ARG,,Unknown
Argentina,2015,594749285413,13.0015302671308,America,,ARG,,Unknown
Argentina,2016,557531376217,-6.257747610433107,America,,ARG,,Unknown
Argentina,2017,643628665302,15.442590813308698,America,25.7,ARG,-8.160230061011386,Stagflation
Argentina,2018,517626700412,-19.576810618103536,America,34.3,ARG,-40.11676144311507,Stagflation
Argentina,2019,445445177459,-13.944706271053597,America,53.5,ARG,-43.9379193948232,Stagflation
Argentina,2020,383066977653,-14.003563841869514,America,42.0,ARG,-39.43912946610529,Stagflation
Armenia,1990,2256838857,,Asia,,ARM,,Unknown
Armenia,1991,2069870129,-8.284540450022925,Asia,,ARM,,Unknown
Armenia,1992,1272835453,-38.50650651135611,Asia,,ARM,,Unknown
Armenia,1993,1201312829,-5.619157121325092,Asia,3731.8,ARM,-97.53690581766598,Hyperinflation
Armenia,1994,1315158636,9.476782753978231,Asia,5273.4,ARM,-97.96261616939036,Hyperinflation
Armenia,1995,1468317435,11.645652076302081,Asia,176.7,ARM,-59.65101117589371,Hyperinflation
Armenia,1996,1596968946,8.761832280497295,Asia,18.7,ARM,-8.372508609522079,Stagflation
Armenia,1997,1639492444,2.6627629865008107,Asia,14.0,ARM,-9.944944748683504,Stagflation
Armenia,1998,1893726437,15.506871893823737,Asia,8.7,ARM,6.262071659451474,Overheating
Armenia,1999,1845482173,-2.547583592719316,Asia,0.7,ARM,-3.2250085329883826,Recession
Armenia,2000,1911563668,3.5807170595735682,Asia,-0.8,ARM,4.416045422957238,Deflation
Armenia,2001,2118467913,10.823821799065492,Asia,3.2,ARM,7.387424223900663,Healthy Growth
Armenia,2002,2376335048,12.172340842058338,Asia,1.0,ARM,11.061723605998353,Healthy Growth
Armenia,2003,2807061008,18.12564101019816,Asia,4.7,ARM,12.822961805346855,Healthy Growth
Armenia,2004,3576615240,27.414945019249835,Asia,6.9,ARM,19.190781121842694,Overheating
Armenia,2005,4900469950,37.01417740422086,Asia,0.6,ARM,36.196995431631066,Healthy Growth
Armenia,2006,6384451606,30.282435585591138,Asia,2.9,ARM,26.61072457297489,Healthy Growth
Armenia,2007,9206301700,44.19878586514889,Asia,4.4,ARM,38.1214423995679,Healthy Growth
Armenia,2008,11662040713,26.674544165764203,Asia,9.1,ARM,16.108656430581302,Overheating
Armenia,2009,8647936747,-25.845424828950346,Asia,3.5,ARM,-28.353067467584868,Recession
Armenia,2010,9260284937,7.080858798052914,Asia,8.2,ARM,-1.034326434331878,Stagflation
Armenia,2011,10142111334,9.522670230984055,Asia,7.5,ARM,1.8815537032409901,Other
Armenia,2012,10619320048,4.705220622063422,Asia,2.5,ARM,2.151434753232606,Steady Growth
Armenia,2013,11121465767,4.728605190636204,Asia,5.7,ARM,-0.9190111725296046,Stagflation
Armenia,2014,11609512939,4.388334975126673,Asia,3.0,ARM,1.3478980341035562,Steady Growth
Armenia,2015,10553337672,-9.097498513068325,Asia,3.7,ARM,-12.340885740663754,Recession
Armenia,2016,10546135160,-0.06824866429802068,Asia,-1.4,ARM,1.3506605838762509,Deflation
Armenia,2017,11527458565,9.305052420739134,Asia,1.2,ARM,8.00894507978176,Healthy Growth
Armenia,2018,12457941907,8.071886242342785,Asia,2.5,ARM,5.435986577895413,Healthy Growth
Armenia,2019,13672802157,9.751693008918117,Asia,1.4,ARM,8.236383637986311,Healthy Growth
Armenia,2020,12645459213,-7.513770273301557,Asia,1.2,ARM,-8.610444934092442,Recession
Aruba,1986,405463417,,America,,ABW,,Unknown
Aruba,1987,487602457,20.25806436687727,America,3.6,ABW,16.079212709340986,Healthy Growth
Aruba,1988,596423607,22.317596730239607,America,3.1,ABW,18.639764044849283,Healthy Growth
Aruba,1989,695304363,16.578947385628883,America,4.0,ABW,12.095141716950852,Healthy Growth
Aruba,1990,764887117,10.007524431426585,America,5.8,ABW,3.9768661922746418,Other
Aruba,1991,872138715,14.021885794162214,America,5.6,ABW,7.9752706384111915,Overheating
Aruba,1992,958463184,9.898020523031125,America,3.9,ABW,5.772878270482318,Healthy Growth
Aruba,1993,1082979720,12.99126957389738,America,5.2,ABW,7.406149785073546,Overheating
Aruba,1994,1245688268,15.024154653607003,America,6.3,ABW,8.207106917786454,Overheating
